AAR,BYDEL,ALDER,STATKODE,PERSONER
2015,1,36,5778,1
2015,1,37,5100,623
2015,1,37,5104,3
2015,1,37,5106,6
2015,1,37,5110,11
2015,1,37,5120,16
2015,1,37,5128,2
2015,1,37,5130,5
2015,1,37,5134,2
2015,1,37,5140,4
2015,1,37,5142,5
2015,1,37,5150,12
2015,1,37,5152,1
2015,1,37,5154,4
2015,1,37,5156,5
2015,1,37,5158,2
2015,1,37,5160,2
2015,1,37,5164,13
2015,1,37,5170,12
2015,1,37,5172,2
2015,1,37,5174,1
2015,1,37,5180,20
2015,1,37,5182,1
2015,1,37,5228,1
2015,1,37,5240,1
2015,1,37,5302,2
2015,1,37,5306,3
2015,1,37,5314,1
2015,1,37,5374,2
2015,1,37,5390,13
2015,1,37,5410,1
2015,1,37,5432,5
2015,1,37,5434,2
2015,1,37,5444,5
2015,1,37,5448,2
2015,1,37,5462,1
2015,1,37,5472,2
2015,1,37,5474,3
2015,1,37,5482,1
2015,1,37,5492,4
2015,1,37,5502,1
2015,1,37,5514,1
2015,1,37,5609,1
2015,1,37,5611,2
2015,1,37,5700,3
2015,1,37,5750,1
2015,1,37,5752,1
2015,1,37,5776,1
2015,1,38,5100,609
2015,1,38,5103,1
2015,1,38,5104,2
2015,1,38,5106,4
2015,1,38,5110,2
2015,1,38,5115,1
2015,1,38,5120,14
2015,1,38,5126,2
2015,1,38,5128,2
2015,1,38,5130,9
2015,1,38,5134,2
2015,1,38,5140,2
2015,1,38,5142,3
2015,1,38,5150,9
2015,1,38,5154,4
2015,1,38,5158,3
2015,1,38,5160,1
2015,1,38,5162,1
2015,1,38,5164,8
2015,1,38,5170,18
2015,1,38,5172,1
2015,1,38,5174,1
2015,1,38,5180,13
2015,1,38,5244,1
2015,1,38,5268,2
2015,1,38,5269,1
2015,1,38,5272,2
2015,1,38,5306,1
2015,1,38,5314,3
2015,1,38,5318,1
2015,1,38,5366,1
2015,1,38,5390,11
2015,1,38,5432,3
2015,1,38,5434,1
2015,1,38,5436,1
2015,1,38,5442,1
2015,1,38,5446,2
2015,1,38,5448,3
2015,1,38,5456,1
2015,1,38,5458,1
2015,1,38,5464,1
2015,1,38,5472,1
2015,1,38,5492,5
2015,1,38,5502,2
2015,1,38,5609,1
2015,1,38,5752,2
2015,1,38,5776,1
2015,1,39,5100,666
2015,1,39,5103,1
2015,1,39,5104,7
2015,1,39,5106,2
2015,1,39,5110,5
2015,1,39,5120,14
2015,1,39,5126,1
2015,1,39,5128,1
2015,1,39,5130,10
2015,1,39,5134,1
2015,1,39,5140,1
2015,1,39,5142,2
2015,1,39,5150,9
2015,1,39,5153,1
2015,1,39,5154,3
2015,1,39,5156,1
2015,1,39,5158,1
2015,1,39,5164,4
2015,1,39,5170,12
2015,1,39,5172,1
2015,1,39,5174,1
2015,1,39,5180,10
2015,1,39,5182,1
2015,1,39,5228,1
2015,1,39,5234,1
2015,1,39,5258,1
2015,1,39,5262,1
2015,1,39,5277,1
2015,1,39,5283,1
2015,1,39,5302,1
2015,1,39,5306,3
2015,1,39,5314,3
2015,1,39,5318,2
2015,1,39,5366,2
2015,1,39,5390,14
2015,1,39,5392,2
2015,1,39,5432,3
2015,1,39,5434,1
2015,1,39,5438,1
2015,1,39,5442,2
2015,1,39,5444,1
2015,1,39,5448,4
2015,1,39,5472,2
2015,1,39,5474,1
2015,1,39,5484,1
2015,1,39,5492,3
2015,1,39,5502,3
2015,1,39,5514,3
2015,1,39,5611,1
2015,1,39,5700,1
2015,1,39,5704,2
2015,1,39,5706,1
2015,1,39,5776,1
2015,1,40,5100,686
2015,1,40,5106,3
2015,1,40,5110,4
2015,1,40,5120,11
2015,1,40,5126,1
2015,1,40,5128,1
2015,1,40,5130,8
2015,1,40,5134,1
2015,1,40,5142,3
2015,1,40,5150,7
2015,1,40,5154,2
2015,1,40,5156,3
2015,1,40,5158,1
2015,1,40,5164,3
2015,1,40,5170,18
2015,1,40,5172,2
2015,1,40,5180,8
2015,1,40,5182,2
2015,1,40,5234,1
2015,1,40,5306,1
2015,1,40,5314,3
2015,1,40,5318,1
2015,1,40,5354,1
2015,1,40,5390,9
2015,1,40,5418,1
2015,1,40,5432,4
2015,1,40,5434,1
2015,1,40,5438,1
2015,1,40,5442,2
2015,1,40,5444,5
2015,1,40,5454,1
2015,1,40,5458,1
2015,1,40,5472,1
2015,1,40,5482,1
2015,1,40,5492,1
2015,1,40,5502,2
2015,1,40,5609,1
2015,1,40,5700,2
2015,1,40,5704,1
2015,1,40,5778,2
2015,1,41,5100,637
2015,1,41,5104,1
2015,1,41,5110,2
2015,1,41,5120,10
2015,1,41,5126,1
2015,1,41,5128,1
2015,1,41,5130,2
2015,1,41,5134,2
2015,1,41,5140,2
2015,1,41,5142,3
2015,1,41,5150,6
2015,1,41,5154,2
2015,1,41,5156,2
2015,1,41,5158,3
2015,1,41,5160,2
2015,1,41,5162,1
2015,1,41,5164,5
2015,1,41,5170,21
2015,1,41,5172,1
2015,1,41,5174,2
2015,1,41,5180,12
2015,1,41,5244,1
2015,1,41,5245,1
2015,1,41,5296,1
2015,1,41,5302,1
2015,1,41,5304,2
2015,1,41,5306,1
2015,1,41,5328,1
2015,1,41,5354,2
2015,1,41,5364,1
2015,1,41,5374,1
2015,1,41,5390,6
2015,1,41,5432,2
2015,1,41,5434,1
2015,1,41,5436,1
2015,1,41,5438,2
2015,1,41,5458,1
2015,1,41,5464,1
2015,1,41,5472,2
2015,1,41,5492,3
2015,1,41,5502,1
2015,1,41,5514,1
2015,1,41,5607,1
2015,1,41,5609,1
2015,1,41,5611,1
2015,1,41,5700,1
2015,1,41,5706,2
2015,1,41,5776,2
2015,1,42,5100,634
2015,1,42,5106,2
2015,1,42,5110,6
2015,1,42,5115,1
2015,1,42,5120,9
2015,1,42,5126,1
2015,1,42,5128,1
2015,1,42,5130,8
2015,1,42,5134,1
2015,1,42,5140,2
2015,1,42,5142,1
2015,1,42,5150,11
2015,1,42,5154,4
2015,1,42,5156,1
2015,1,42,5158,3
2015,1,42,5160,1
2015,1,42,5162,1
2015,1,42,5164,7
2015,1,42,5170,9
2015,1,42,5174,1
2015,1,42,5180,12
2015,1,42,5182,1
2015,1,42,5228,1
2015,1,42,5306,1
2015,1,42,5314,2
2015,1,42,5326,1
2015,1,42,5328,1
2015,1,42,5356,1
2015,1,42,5390,10
2015,1,42,5392,2
2015,1,42,5432,2
2015,1,42,5436,1
2015,1,42,5438,2
2015,1,42,5442,3
2015,1,42,5444,4
2015,1,42,5456,1
2015,1,42,5458,2
2015,1,42,5474,1
2015,1,42,5484,1
2015,1,42,5492,1
2015,1,42,5502,2
2015,1,42,5700,1
2015,1,42,5752,1
2015,1,42,5778,1
2015,1,43,5100,605
2015,1,43,5104,2
2015,1,43,5106,2
2015,1,43,5110,8
2015,1,43,5120,11
2015,1,43,5128,1
2015,1,43,5130,4
2015,1,43,5134,1
2015,1,43,5140,1
2015,1,43,5142,2
2015,1,43,5150,8
2015,1,43,5154,6
2015,1,43,5156,1
2015,1,43,5158,6
2015,1,43,5160,3
2015,1,43,5164,5
2015,1,43,5170,12
2015,1,43,5172,1
2015,1,43,5180,12
2015,1,43,5262,1
2015,1,43,5306,2
2015,1,43,5314,2
2015,1,43,5324,2
2015,1,43,5352,1
2015,1,43,5354,2
2015,1,43,5390,8
2015,1,43,5432,1
2015,1,43,5438,1
2015,1,43,5444,1
2015,1,43,5448,1
2015,1,43,5492,1
2015,1,43,5502,3
2015,1,43,5514,2
2015,1,43,5700,4
2015,1,43,5757,1
2015,1,44,5100,534
2015,1,44,5106,3
2015,1,44,5110,6
2015,1,44,5120,9
2015,1,44,5126,1
2015,1,44,5128,1
2015,1,44,5130,2
2015,1,44,5134,3
2015,1,44,5140,3
2015,1,44,5142,1
2015,1,44,5150,8
2015,1,44,5152,1
2015,1,44,5153,1
2015,1,44,5154,1
2015,1,44,5158,1
2015,1,44,5160,3
2015,1,44,5164,4
2015,1,44,5170,6
2015,1,44,5172,1
2015,1,44,5180,13
2015,1,44,5182,1
2015,1,44,5228,1
2015,1,44,5272,1
2015,1,44,5324,1
2015,1,44,5390,13
2015,1,44,5404,1
2015,1,44,5432,1
2015,1,44,5434,1
2015,1,44,5438,1
2015,1,44,5456,1
2015,1,44,5464,1
2015,1,44,5472,1
2015,1,44,5474,2
2015,1,44,5492,1
2015,1,44,5502,1
2015,1,44,5514,1
2015,1,44,5700,3
2015,1,44,5724,1
2015,1,45,5100,550
2015,1,45,5103,1
2015,1,45,5104,1
2015,1,45,5106,4
2015,1,45,5110,7
2015,1,45,5115,1
2015,1,45,5120,9
2015,1,45,5130,3
2015,1,45,5134,1
2015,1,45,5140,6
2015,1,45,5142,5
2015,1,45,5150,7
2015,1,45,5154,4
2015,1,45,5160,1
2015,1,45,5164,3
2015,1,45,5170,10
2015,1,45,5172,1
2015,1,45,5174,1
2015,1,45,5180,6
2015,1,45,5182,1
2015,1,45,5302,1
2015,1,45,5306,1
2015,1,45,5314,2
2015,1,45,5354,1
2015,1,45,5390,9
2015,1,45,5436,1
2015,1,45,5444,1
2015,1,45,5448,1
2015,1,45,5458,1
2015,1,45,5474,1
2015,1,45,5484,1
2015,1,45,5492,1
2015,1,45,5502,2
2015,1,45,5704,1
2015,1,45,5750,1
2015,1,45,5756,1
2015,1,46,5100,528
2015,1,46,5104,3
2015,1,46,5106,2
2015,1,46,5110,4
2015,1,46,5115,1
2015,1,46,5120,8
2015,1,46,5128,1
2015,1,46,5130,7
2015,1,46,5142,2
2015,1,46,5150,6
2015,1,46,5154,5
2015,1,46,5158,1
2015,1,46,5160,1
2015,1,46,5164,2
2015,1,46,5170,9
2015,1,46,5174,2
2015,1,46,5180,5
2015,1,46,5182,1
2015,1,46,5228,1
2015,1,46,5244,2
2015,1,46,5390,5
2015,1,46,5408,1
2015,1,46,5438,1
2015,1,46,5444,1
2015,1,46,5448,2
2015,1,46,5459,1
2015,1,46,5492,1
2015,1,46,5502,1
2015,1,46,5611,1
2015,1,46,5700,2
2015,1,46,5704,1
2015,1,46,5754,1
2015,1,47,5100,620
2015,1,47,5103,1
2015,1,47,5104,1
2015,1,47,5106,3
2015,1,47,5110,2
2015,1,47,5120,9
2015,1,47,5128,2
2015,1,47,5130,4
2015,1,47,5134,1
2015,1,47,5140,2
2015,1,47,5142,2
2015,1,47,5150,3
2015,1,47,5154,1
2015,1,47,5156,1
2015,1,47,5158,2
2015,1,47,5162,1
2015,1,47,5164,5
2015,1,47,5170,7
2015,1,47,5180,5
2015,1,47,5182,1
2015,1,47,5302,1
2015,1,47,5314,1
2015,1,47,5354,1
2015,1,47,5390,12
2015,1,47,5392,1
2015,1,47,5414,1
2015,1,47,5438,1
2015,1,47,5444,1
2015,1,47,5482,1
2015,1,47,5492,2
2015,1,47,5502,2
2015,1,47,5700,4
2015,1,47,5752,1
2015,1,48,5100,638
2015,1,48,5104,1
2015,1,48,5108,1
2015,1,48,5110,4
2015,1,48,5120,8
2015,1,48,5128,1
2015,1,48,5130,5
2015,1,48,5140,2
2015,1,48,5142,1
2015,1,48,5150,10
2015,1,48,5154,2
2015,1,48,5156,1
2015,1,48,5158,2
2015,1,48,5160,1
2015,1,48,5162,1
2015,1,48,5164,3
2015,1,48,5170,15
2015,1,48,5172,2
2015,1,48,5174,1
2015,1,48,5180,9
2015,1,48,5182,1
2015,1,48,5246,1
2015,1,48,5266,1
2015,1,48,5288,1
2015,1,48,5306,1
2015,1,48,5314,3
2015,1,48,5390,12
2015,1,48,5422,1
2015,1,48,5436,1
2015,1,48,5438,1
2015,1,48,5442,1
2015,1,48,5444,1
2015,1,48,5474,1
2015,1,48,5492,2
2015,1,48,5611,1
2015,1,48,5750,1
2015,1,48,5778,1
2015,1,49,5100,582
2015,1,49,5104,3
2015,1,49,5110,7
2015,1,49,5120,5
2015,1,49,5130,2
2015,1,49,5142,1
2015,1,49,5150,3
2015,1,49,5154,2
2015,1,49,5156,1
2015,1,49,5160,1
2015,1,49,5164,3
2015,1,49,5170,14
2015,1,49,5180,8
2015,1,49,5234,1
2015,1,49,5262,1
2015,1,49,5314,4
2015,1,49,5354,1
2015,1,49,5390,2
2015,1,49,5404,1
2015,1,49,5432,1
2015,1,49,5438,1
2015,1,49,5442,1
2015,1,49,5474,1
2015,1,49,5492,2
2015,1,49,5502,3
2015,1,49,5611,1
2015,1,49,5704,1
2015,1,49,5754,1
2015,1,49,5756,1
2015,1,49,5776,1
2015,1,50,5100,587
2015,1,50,5110,9
2015,1,50,5120,4
2015,1,50,5130,5
2015,1,50,5134,1
2015,1,50,5140,1
2015,1,50,5142,3
2015,1,50,5150,7
2015,1,50,5154,4
2015,1,50,5158,1
2015,1,50,5160,3
2015,1,50,5162,1
2015,1,50,5164,1
2015,1,50,5170,10
2015,1,50,5172,1
2015,1,50,5174,1
2015,1,50,5180,4
2015,1,50,5269,1
2015,1,50,5354,1
2015,1,50,5390,16
2015,1,50,5436,1
2015,1,50,5444,1
2015,1,50,5482,2
2015,1,50,5492,2
2015,1,50,5502,1
2015,1,50,5611,2
2015,1,50,5700,1
2015,1,51,5100,528
2015,1,51,5103,1
2015,1,51,5106,1
2015,1,51,5110,6
2015,1,51,5120,9
2015,1,51,5126,1
2015,1,51,5130,5
2015,1,51,5134,2
2015,1,51,5140,2
2015,1,51,5142,1
2015,1,51,5150,9
2015,1,51,5154,3
2015,1,51,5156,2
2015,1,51,5158,1
2015,1,51,5160,1
2015,1,51,5164,2
2015,1,51,5170,15
2015,1,51,5174,2
2015,1,51,5180,6
2015,1,51,5314,1
2015,1,51,5390,13
2015,1,51,5432,1
2015,1,51,5436,2
2015,1,51,5486,1
2015,1,51,5502,1
2015,1,51,5609,1
2015,1,51,5611,1
2015,1,51,5700,3
2015,1,51,5716,1
2015,1,52,5100,517
2015,1,52,5110,5
2015,1,52,5120,7
2015,1,52,5126,2
2015,1,52,5130,1
2015,1,52,5140,5
2015,1,52,5150,4
2015,1,52,5154,2
2015,1,52,5156,2
2015,1,52,5170,13
2015,1,52,5180,7
2015,1,52,5244,1
2015,1,52,5246,1
2015,1,52,5272,1
2015,1,52,5306,1
2015,1,52,5314,2
2015,1,52,5318,1
2015,1,52,5390,7
2015,1,52,5432,1
2015,1,52,5436,1
2015,1,52,5482,1
2015,1,52,5502,3
2015,1,52,5700,1
2015,1,52,5718,1
2015,1,53,5100,436
2015,1,53,5104,1
2015,1,53,5110,9
2015,1,53,5120,6
2015,1,53,5128,2
2015,1,53,5130,1
2015,1,53,5134,1
2015,1,53,5140,2
2015,1,53,5142,1
2015,1,53,5150,3
2015,1,53,5156,1
2015,1,53,5160,1
2015,1,53,5164,1
2015,1,53,5170,9
2015,1,53,5172,1
2015,1,53,5180,4
2015,1,53,5268,1
2015,1,53,5306,1
2015,1,53,5314,1
2015,1,53,5316,1
2015,1,53,5390,12
2015,1,53,5436,1
2015,1,53,5444,1
2015,1,53,5474,1
2015,1,53,5492,1
2015,1,53,5611,4
2015,1,54,5100,463
2015,1,54,5104,2
2015,1,54,5106,2
2015,1,54,5110,4
2015,1,54,5120,10
2015,1,54,5126,1
2015,1,54,5130,2
2015,1,54,5134,1
2015,1,54,5140,3
2015,1,54,5142,1
2015,1,54,5150,8
2015,1,54,5152,2
2015,1,54,5154,2
2015,1,54,5160,1
2015,1,54,5162,1
2015,1,54,5164,3
2015,1,54,5170,11
2015,1,54,5180,3
2015,1,54,5182,1
2015,1,54,5306,1
2015,1,54,5314,3
2015,1,54,5328,1
2015,1,54,5390,7
2015,1,54,5432,1
2015,1,54,5444,2
2015,1,54,5492,1
2015,1,54,5502,1
2015,1,54,5611,3
2015,1,55,5100,429
2015,1,55,5104,2
2015,1,55,5110,3
2015,1,55,5120,4
2015,1,55,5130,3
2015,1,55,5140,1
2015,1,55,5142,2
2015,1,55,5150,4
2015,1,55,5154,1
2015,1,55,5156,2
2015,1,55,5164,1
2015,1,55,5170,7
2015,1,55,5180,3
2015,1,55,5314,3
2015,1,55,5390,7
2015,1,55,5438,1
2015,1,55,5448,1
2015,1,55,5492,1
2015,1,55,5502,2
2015,1,56,5100,446
2015,1,56,5104,3
2015,1,56,5106,5
2015,1,56,5110,2
2015,1,56,5120,8
2015,1,56,5126,2
2015,1,56,5130,2
2015,1,56,5134,1
2015,1,56,5142,3
2015,1,56,5150,5
2015,1,56,5156,1
2015,1,56,5160,2
2015,1,56,5164,1
2015,1,56,5170,5
2015,1,56,5180,4
2015,1,56,5182,1
2015,1,56,5244,1
2015,1,56,5390,8
2015,1,56,5432,1
2015,1,56,5434,1
2015,1,56,5442,2
2015,1,56,5444,1
2015,1,56,5464,1
2015,1,56,5474,1
2015,1,56,5492,1
2015,1,56,5502,2
2015,1,56,5514,1
2015,1,56,5700,2
2015,1,57,5100,458
2015,1,57,5104,1
2015,1,57,5106,2
2015,1,57,5110,6
2015,1,57,5120,11
2015,1,57,5130,4
2015,1,57,5134,1
2015,1,57,5140,2
2015,1,57,5142,1
2015,1,57,5150,7
2015,1,57,5154,1
2015,1,57,5164,2
2015,1,57,5170,11
2015,1,57,5172,2
2015,1,57,5180,5
2015,1,57,5268,1
2015,1,57,5314,1
2015,1,57,5316,1
2015,1,57,5390,14
2015,1,57,5438,1
2015,1,57,5442,1
2015,1,57,5456,1
2015,1,57,5492,1
2015,1,57,5700,1
2015,1,58,5100,458
2015,1,58,5104,1
2015,1,58,5106,1
2015,1,58,5110,3
2015,1,58,5120,8
2015,1,58,5130,2
2015,1,58,5140,3
2015,1,58,5142,1
2015,1,58,5150,3
2015,1,58,5152,1
2015,1,58,5170,3
2015,1,58,5174,1
2015,1,58,5180,1
2015,1,58,5182,1
2015,1,58,5214,1
2015,1,58,5262,1
2015,1,58,5390,6
2015,1,58,5438,2
2015,1,58,5444,1
2015,1,58,5492,1
2015,1,58,5700,1
2015,1,58,5704,1
2015,1,58,5754,1
2015,1,59,5100,464
2015,1,59,5110,8
2015,1,59,5120,8
2015,1,59,5130,2
2015,1,59,5134,2
2015,1,59,5150,4
2015,1,59,5154,1
2015,1,59,5160,2
2015,1,59,5164,1
2015,1,59,5170,12
2015,1,59,5172,1
2015,1,59,5180,2
2015,1,59,5244,1
2015,1,59,5246,1
2015,1,59,5289,1
2015,1,59,5302,1
2015,1,59,5314,1
2015,1,59,5324,1
2015,1,59,5354,1
2015,1,59,5390,3
2015,1,59,5444,1
2015,1,59,5488,1
2015,1,59,5502,3
2015,1,59,5607,1
2015,1,60,5100,429
2015,1,60,5103,1
2015,1,60,5106,3
2015,1,60,5110,4
2015,1,60,5128,1
2015,1,60,5130,2
2015,1,60,5140,2
2015,1,60,5150,4
2015,1,60,5154,2
2015,1,60,5160,1
2015,1,60,5164,1
2015,1,60,5170,4
2015,1,60,5180,3
2015,1,60,5244,1
2015,1,60,5272,1
2015,1,60,5306,1
2015,1,60,5314,1
2015,1,60,5390,6
2015,1,60,5444,1
2015,1,60,5474,1
2015,1,60,5488,1
2015,1,60,5492,1
2015,1,60,5611,1
2015,1,60,5704,1
2015,1,60,5754,1
2015,1,61,5100,479
2015,1,61,5104,3
2015,1,61,5106,2
2015,1,61,5120,4
2015,1,61,5130,5
2015,1,61,5142,1
2015,1,61,5150,2
2015,1,61,5156,1
2015,1,61,5158,1
2015,1,61,5160,2
2015,1,61,5170,5
2015,1,61,5174,1
2015,1,61,5180,3
2015,1,61,5222,1
2015,1,61,5228,1
2015,1,61,5303,1
2015,1,61,5314,1
2015,1,61,5316,1
2015,1,61,5374,1
2015,1,61,5390,6
2015,1,61,5442,1
2015,1,61,5448,2
2015,1,61,5472,1
2015,1,62,5100,455
2015,1,62,5106,1
2015,1,62,5110,5
2015,1,62,5120,12
2015,1,62,5126,1
2015,1,62,5130,7
2015,1,62,5142,1
2015,1,62,5150,1
2015,1,62,5160,2
2015,1,62,5162,1
2015,1,62,5170,7
2015,1,62,5180,3
2015,1,62,5202,1
2015,1,62,5390,4
2015,1,62,5607,2
2015,1,63,5100,453
2015,1,63,5104,1
2015,1,63,5106,1
2015,1,63,5110,2
2015,1,63,5120,7
2015,1,63,5126,1
2015,1,63,5130,7
2015,1,63,5142,1
2015,1,63,5150,1
2015,1,63,5160,1
2015,1,63,5170,8
2015,1,63,5180,6
2015,1,63,5390,6
2015,1,63,5458,1
2015,1,63,5488,1
2015,1,63,5514,1
2015,1,64,5100,491
2015,1,64,5103,1
2015,1,64,5106,1
2015,1,64,5110,5
2015,1,64,5120,5
2015,1,64,5130,5
2015,1,64,5134,1
2015,1,64,5142,1
2015,1,64,5150,1
2015,1,64,5160,1
2015,1,64,5164,1
2015,1,64,5170,4
2015,1,64,5202,1
2015,1,64,5316,1
2015,1,64,5390,6
2015,1,64,5424,1
2015,1,64,5448,1
2015,1,64,5502,2
2015,1,64,5750,1
2015,1,65,5100,512
2015,1,65,5110,4
2015,1,65,5120,4
2015,1,65,5130,4
2015,1,65,5140,1
2015,1,65,5142,1
2015,1,65,5150,1
2015,1,65,5170,3
2015,1,65,5172,1
2015,1,65,5180,3
2015,1,65,5306,1
2015,1,65,5390,4
2015,1,65,5424,1
2015,1,66,5100,519
2015,1,66,5104,1
2015,1,66,5106,1
2015,1,66,5110,2
2015,1,66,5120,5
2015,1,66,5130,5
2015,1,66,5140,2
2015,1,66,5150,3
2015,1,66,5152,2
2015,1,66,5170,1
2015,1,66,5180,5
2015,1,66,5390,2
2015,1,66,5444,3
2015,1,66,5700,2
2015,1,67,5100,548
2015,1,67,5103,1
2015,1,67,5104,4
2015,1,67,5110,3
2015,1,67,5120,4
2015,1,67,5126,1
2015,1,67,5130,1
2015,1,67,5140,1
2015,1,67,5142,1
2015,1,67,5152,1
2015,1,67,5154,1
2015,1,67,5164,1
2015,1,67,5170,2
2015,1,67,5172,1
2015,1,67,5180,2
2015,1,67,5314,1
2015,1,67,5390,6
2015,1,67,5444,1
2015,1,67,5472,1
2015,1,68,5100,584
2015,1,68,5104,3
2015,1,68,5106,2
2015,1,68,5110,1
2015,1,68,5120,4
2015,1,68,5130,1
2015,1,68,5150,1
2015,1,68,5154,1
2015,1,68,5160,3
2015,1,68,5164,2
2015,1,68,5170,2
2015,1,68,5390,4
2015,1,68,5438,1
2015,1,69,5100,521
2015,1,69,5106,3
2015,1,69,5110,7
2015,1,69,5120,9
2015,1,69,5126,1
2015,1,69,5150,3
2015,1,69,5154,1
2015,1,69,5160,1
2015,1,69,5170,5
2015,1,69,5172,1
2015,1,69,5180,1
2015,1,69,5289,1
2015,1,69,5390,3
2015,1,69,5438,1
2015,1,69,5502,1
2015,1,70,5100,495
2015,1,70,5106,2
2015,1,70,5110,4
2015,1,70,5115,1
2015,1,70,5120,7
2015,1,70,5126,2
2015,1,70,5130,1
2015,1,70,5140,1
2015,1,70,5152,3
2015,1,70,5154,1
2015,1,70,5170,2
2015,1,70,5180,3
2015,1,70,5272,1
2015,1,70,5390,2
2015,1,71,5100,492
2015,1,71,5104,1
2015,1,71,5110,1
2015,1,71,5120,9
2015,1,71,5130,2
2015,1,71,5140,1
2015,1,71,5150,1
2015,1,71,5160,2
2015,1,71,5170,1
2015,1,71,5180,2
2015,1,71,5182,1
2015,1,71,5390,1
2015,1,71,5432,1
2015,1,71,5472,1
2015,1,71,5502,1
2015,1,72,5100,463
2015,1,72,5104,1
2015,1,72,5110,5
2015,1,72,5120,7
2015,1,72,5130,1
2015,1,72,5150,1
2015,1,72,5160,1
2015,1,72,5180,2
2015,1,72,5269,1
2015,1,72,5314,1
2015,1,72,5390,1
2015,1,73,5100,319
2015,1,73,5110,2
2015,1,73,5120,5
2015,1,73,5130,1
2015,1,73,5142,1
2015,1,73,5156,1
2015,1,73,5160,1
2015,1,73,5170,1
2015,1,73,5180,1
2015,1,73,5182,1
2015,1,73,5314,1
2015,1,73,5390,4
2015,1,74,5100,309
2015,1,74,5110,2
2015,1,74,5115,1
2015,1,74,5120,4
2015,1,74,5130,1
2015,1,74,5170,1
2015,1,74,5180,1
2015,1,74,5272,1
2015,1,74,5390,1
2015,1,74,5436,1
2015,1,75,5100,284
2015,1,75,5110,1
2015,1,75,5120,3
2015,1,75,5126,1
2015,1,75,5150,2
2015,1,75,5160,1
2015,1,75,5170,3
2015,1,75,5180,3
2015,1,75,5374,1
2015,1,75,5390,1
2015,1,75,5472,1
2015,1,76,5100,232
2015,1,76,5104,1
2015,1,76,5110,1
2015,1,76,5120,4
2015,1,76,5160,1
2015,1,76,5170,1
2015,1,76,5172,1
2015,1,76,5180,4
2015,1,76,5182,1
2015,1,77,5100,195
2015,1,77,5110,2
2015,1,77,5120,3
2015,1,77,5150,1
2015,1,77,5156,1
2015,1,77,5164,1
2015,1,77,5170,1
2015,1,77,5754,1
2015,1,78,5100,207
2015,1,78,5105,1
2015,1,78,5110,1
2015,1,78,5120,2
2015,1,78,5170,1
2015,1,78,5172,1
2015,1,78,5272,1
2015,1,78,5390,1
2015,1,78,5492,1
2015,1,79,5100,165
2015,1,79,5160,1
2015,1,79,5170,1
2015,1,79,5492,1
2015,1,80,5100,143
2015,1,80,5115,1
2015,1,80,5120,1
2015,1,80,5154,1
2015,1,80,5170,1
2015,1,81,5100,131
2015,1,81,5110,1
2015,1,81,5170,1
2015,1,81,5180,1
2015,1,81,5390,2
2015,1,82,5100,115
2015,1,82,5110,2
2015,1,82,5120,1
2015,1,82,5130,1
2015,1,82,5160,1
2015,1,82,5170,1
2015,1,83,5100,114
2015,1,83,5120,2
2015,1,83,5180,1
2015,1,83,5390,1
2015,1,83,5444,1
2015,1,83,5754,1
2015,1,84,5100,84
2015,1,85,5100,87
2015,1,85,5110,1
2015,1,85,5120,2
2015,1,85,5390,1
2015,1,85,5438,1
2015,1,86,5100,71
2015,1,86,5110,1
2015,1,86,5390,1
2015,1,87,5100,63
2015,1,87,5120,1
2015,1,87,5390,1
2015,1,87,5754,1
2015,1,88,5100,58
2015,1,88,5110,1
2015,1,88,5170,1
2015,1,89,5100,46
2015,1,89,5390,1
2015,1,90,5100,56
2015,1,90,5170,1
2015,1,91,5100,42
2015,1,91,5160,1
2015,1,91,5170,1
2015,1,92,5100,28
2015,1,92,5438,2
2015,1,93,5100,35
2015,1,93,5448,1
2015,1,94,5100,20
2015,1,95,5100,17
2015,1,96,5100,16
2015,1,97,5100,8
2015,1,98,5100,8
2015,1,99,5100,2
2015,1,100,5100,5
2015,1,100,5120,1
2015,1,102,5100,2
2015,1,103,5100,1
2015,1,106,5100,1
2015,2,0,5100,1000
2015,2,0,5106,3
2015,2,0,5110,1
2015,2,0,5120,4
2015,2,0,5130,3
2015,2,0,5140,5
2015,2,0,5142,2
2015,2,0,5150,6
2015,2,0,5152,1
2015,2,0,5154,1
2015,2,0,5156,3
2015,2,0,5160,2
2015,2,0,5164,2
2015,2,0,5170,3
2015,2,0,5180,5
2015,2,0,5202,1
2015,2,0,5228,1
2015,2,0,5246,1
2015,2,0,5272,1
2015,2,0,5282,1
2015,2,0,5289,2
2015,2,0,5293,1
2015,2,0,5314,4
2015,2,0,5390,6
2015,2,0,5392,2
2015,2,0,5404,1
2015,2,0,5432,6
2015,2,0,5434,1
2015,2,0,5436,2
2015,2,0,5448,2
2015,2,0,5472,3
2015,2,0,5482,1
2015,2,0,5484,1
2015,2,0,5609,1
2015,2,0,5611,1
2015,2,0,5700,1
2015,2,0,5704,1
2015,2,0,5752,2
2015,2,0,5757,2
2015,2,0,5778,1
2015,2,1,5100,919
2015,2,1,5104,4
2015,2,1,5106,1
2015,2,1,5120,6
2015,2,1,5130,2
2015,2,1,5134,1
2015,2,1,5140,2
2015,2,1,5150,6
2015,2,1,5152,1
2015,2,1,5154,2
2015,2,1,5156,2
2015,2,1,5158,2
2015,2,1,5164,5
2015,2,1,5170,11
2015,2,1,5172,1
2015,2,1,5180,5
